|"id"|"Completado"|"Última página vista"|"Lenguaje inicial"|"Contraseña"|"Municipio "|"Facultad"|"Programa"|"Semestre"|"Genero"|"[¿Cómo califica Usted la Formación Académica impartida por el Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Considera Usted que los conocimientos  adquiridos  en su programa  académico,  son acordes a las necesidades  y expectativas de la región? ] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica la programación de los horarios de clase ?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  el material bibliográfico existente en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  las ayudas didácticas existentes en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo del Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo de la Facultad a la que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el cumplimiento de horarios del personal docente en su Programa Académico?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la metodología de enseñanza de los docentes de su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes de la Universidad en cuanto a dominio de los cursos?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes en cuanto a la vocación de servicio?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la gestión de los directivos de la Universidad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la cantidad actual de computadores en su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la infraestructura de las aulas de clase, auditorios, espacios de estudio y su equipamiento?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el estado de aseo y mantenimiento de las aulas de clase, auditorios, espacios de estudio y baños de su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"¿Cómo califica Usted  las prácticas académicas desarrolladas en su Programa?
(si califica menor de 3 explicar por qué)"|"Justifique la respuesta anterior"|"¿De la Formación Académica ofrecida por su Programa que le gustaría que se mejore prioritariamente?"|"
"
151|303|"2015-11-10 11:11:48"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"falta de transporte y tiempo para el desarrollo de ellas"|"la dinamica en clase, mas espacio para los estudiantes, mejores horarios."|
152|304|"2015-11-10 11:16:12"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"3=Regular"|"mejorar el transporte"|"las practicas academicas debido a que con ellas el trabajo se desarrolla en el campo en el cual nos vamos a desempeñar."|
153|305|"2015-11-10 11:35:44"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"3=Regular"|"salidas de campo mas constantes porque nos mas experiencia "|"mas computadores de mejor calidad"|
154|306|"2015-11-10 11:38:59"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"no hay transporte suficiente"|"actualización en tematicas de estudio"|
155|308|"2015-11-10 11:41:53"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"||"que se mejoren las aulas y las condiciones que sean necesarias para tener un buen espacio."|
156|309|"2015-11-10 11:45:08"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|5|"Femenino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"3=Regular"|"mejorar el transporte"|"que haya mas buses para cumplir con las practicas academicas"|
157|310|"2015-11-10 12:33:10"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|4|"Femenino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"||"Nada."|
158|313|"2015-11-10 17:20:37"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"mejorar el pensum academico por la cantidad de prerrequisitos que adicionen practicas de calidad"|
159|314|"2015-11-10 17:22:43"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"mejorar el pensum académico."|
160|315|"2015-11-10 17:27:33"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"no hay los suficientes buses para las practicas"|"cambiar los horarios son muy recargados"|
161|316|"2015-11-10 17:30:11"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Femenino"|"5=Excelente"|"5=Excelente"|"2=Malo"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"||"mucha carga academica, metodo de evaluacion de la universidad es malo los estudiantes estyudiamos de memoria. "|
162|318|"2015-11-10 18:23:00"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|4|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"4=Bueno"|"5=Excelente"||"la existencia de mas profesores de tiempo completo"|
163|319|"2015-11-10 19:08:12"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|10|"Masculino"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"Contar con docentes con pedagogía para la enseñanza puesto que la labor educativa va más allá del sólo transmitir conocimiento. Un docente y un maestro no son sinónimos, la calidad de la enseñanza mejora proporcionalmente a la calidad de formación docente. "|
164|320|"2015-11-10 19:25:25"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|2|"Femenino"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"1=Muy Malo"|"2=Malo"|"2=Malo"|"4=Bueno"||"Un mayor equipamiento en laboratorios"|
165|324|"2015-11-11 11:42:40"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"||"la evaluación escrita no evidencia el conocimiento de los estudiantes, carga academica muy pesada. "|
166|325|"2015-11-11 12:00:49"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"||"implementar mejores estrategias didacticas para la adquisición del conocimiento"|
167|326|"2015-11-11 12:04:02"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"3=Regular"|"1=Muy Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"hay mucha complicacion en el transporte"|"mejorar los horarios son muy cargados"|
168|327|"2015-11-11 12:06:37"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"5=Excelente"|"5=Excelente"|"2=Malo"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"||"mala distribucion de los horarios"|
169|328|"2015-11-11 12:08:36"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"el enfoque  de las materias hacia el programa, que sean mas enfocadas a la carrera."|
170|329|"2015-11-11 12:12:04"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"aumentar los computadores"|
171|330|"2015-11-11 12:16:17"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|7|"Masculino"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"5=Excelente"|"2=Malo"|"siempre se cancelas practicas por falta de buses o estan ocupados, en mantenimiento o simplemente no los prestan"|"mas practicas y salidas, que no sean aplazadas o disminuidas por tiempo ya que disminuyen el aprendizaje de los estudiantes."|
172|332|"2015-11-11 15:27:42"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"3=Regular"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"1=Muy Malo"|"3=Regular"|"3=Regular"|"4=Bueno"||"mejorar los horarios de clase y mas computadores"|
173|333|"2015-11-11 15:58:37"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"5=Excelente"|"2=Malo"|"en comparación con semestres anteriores todos tenian mayor cantidad de practicas en lugares propios para desarrollar las actividades. En la materia de industrialización se quito completamente el buen desarrollo de la materia se necesita mayor asistencia al sitio y consumir el producto para saber como quedo despues del proceso"|"que los docentes encargados de cada materia sea propios de ella que enseñe teorias de acoerdo al cronograma de estudio."|
174|334|"2015-11-11 16:02:39"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"||"enfocar mejor las materias hacia la carrera"|
175|335|"2015-11-11 16:06:11"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"los conocimientos adquiridos no son muy acordes a las necesidades"|
176|336|"2015-11-11 16:11:43"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"3=Regular"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"la metodologia de unos docentes es muy mala"|
177|337|"2015-11-11 16:14:51"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"se necesitan personas mas calificadas o sea profesionales con maestrias o dcotorados y tengan mayor experiencia en la acuicultura"|
178|338|"2015-11-11 16:17:32"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"3=Regular"|"haber mas disponibilidad de transporte"|"seria bueno implementar en las materias información mas detallada en cuanto a la producción regional."|
179|339|"2015-11-11 16:20:50"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"2=Malo"|"2=Malo"|"3=Regular"|"5=Excelente"|"2=Malo"|"por el presupuesto destinado a las practicas academicas es bajo, las practicas se cancelan y por eso se pierden "|"laboratorios - practicas academicas"|
180|340|"2015-11-11 16:23:40"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"||"algunos enfoques de las materias los cuales hacen que se enfoquen en temas poco necesarios en nuestro campo laboral"|
181|341|"2015-11-11 16:26:31"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"2=Malo"|"4=Bueno"|"2=Malo"|"4=Bueno"|"3=Regular"|"4=Bueno"||"que se encrementen los cursos anuales de ingles y que estos sean mas acordes a la carrera con un ingles mas tecnico."|
182|342|"2015-11-11 16:31:25"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"NS/NR"|"3=Regular"|"3=Regular"|"4=Bueno"||"que las matemáticas y afines sean más aplicables a la carrera, y no tanto como matemáticas puras "|
183|343|"2015-11-11 16:33:36"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"horarios más flexibles "|
184|344|"2015-11-11 16:35:30"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"2=Malo"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"||"horarios más flexibles."|
185|345|"2015-11-11 16:40:00"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Masculino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"2=Malo"|"1=Muy Malo"|"2=Malo"|"5=Excelente"|"5=Excelente"||"cantidad de computadores y actualización de los hardware de los mismos y que en vez de quitar las practicas ayuden a mejorarlas."|
186|346|"2015-11-12 09:53:20"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|2|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"nada"|
187|352|"2015-11-12 23:12:57"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|4|"Femenino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"el equipamiento de los laboratorios, como microscopios."|
188|353|"2015-11-13 13:37:07"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Biología"|2|"Masculino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"NS/NR"|"4=Bueno"|"4=Bueno"|"5=Excelente"||"Aunque los equipos de laboratorio son buenps, sería bueno la actualización de algunos dispositivos en este sitio."|
189|354|"2015-11-13 15:45:49"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"se recomienda enfocar un poco más la investigación en la parte académica ya que no es mucho lo que se ha hecho para que se fomente o haya interes en este aspecto."|
190|355|"2015-11-13 15:49:02"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"||"que en todos los semestres las tematicas sean más practicas que teoricas ya que en el campo es donde uno aprende y toma conciencia de lo que esta estudiando."|
191|356|"2015-11-13 16:30:59"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"3=Regular"|"4=Bueno"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"se mejore las practicas academicas"|
192|357|"2015-11-13 16:34:07"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"5=Excelente"|"5=Excelente"|"1=Muy Malo"|"4=Bueno"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"deberian quitar carga academica de semestres y colocarlas en decimo semestre y la pasantia y tesis como opcion de grado y no la pasantia como otro semestre "|
193|358|"2015-11-13 16:37:19"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"facilidad para los estudiantes para adquirir el titulo no es justo que se demore un año más despues de terminar materias y la pasantia. No retengan  a los estudiantes queremos ser profesionales. "|
194|359|"2015-11-13 16:41:47"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"2=Malo"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"||"facilidad para graduarse que no haya tanto protocolo, o que haga pasantia y no tesis caulquiera de las dos eso retrasa mas al estudiante. "|
195|360|"2015-11-13 17:02:12"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Ingeniería en Producción Acuícola"|9|"Femenino"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"facilidad de grado para obtener el titulo hay muchos inconvenientes para esto. "|
